MODIFICATION FLAG	RECORD KEY	GROUP KEY	ASSET CATEGORY	OWNER KEY	OWNER BIC	ISO CURRENCY CODE	CORRESPONDENT BIC	ACCOUNT NUMBER	PREFERRED	INTERMEDIARY 1 BIC	INTERMEDIARY 1 AC NUMBER	INTERMEDIARY 2 BIC	INTERMEDIARY 2 AC NUMBER	INSTITUTION NAME	CITY	CPS	COUNTRY NAME	ISO COUNTRY CODE	START DATE	STOP DATE	FIELD A	FIELD B
A	SI0000000776	SI0000000776	ANYY	BD00000010MY	HANDGB22XXX	CAD	TDOMCATTTOR	0360-01-2122967						SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB		20120917		
A	SI0000000DVU	SI0000000DVU	COPA	BD00000010MY	HANDGB22XXX	CHF	UBSWCHZH80A							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI0000000JFA	SI0000000JFA	ANYY	BD00000010MY	HANDGB22XXX	CZK	SOLACZPPXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB		20120917		
A	SI0000000L8G	SI0000000L8G	COPA	BD00000010MY	HANDGB22XXX	DKK	HANDDKKKXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI0000000RDB	SI0000000RDB	COPA	BD00000010MY	HANDGB22XXX	EUR	HANDDEFFXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI00000013FB	SI00000013FB	COPA	BD00000010MY	HANDGB22XXX	GBP	MIDLGB22XXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI0000001A56	SI0000001A56	COPA	BD00000010MY	HANDGB22XXX	HKD	HANDHKHHXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI0000001DQT	SI0000001DQT	COPA	BD00000010MY	HANDGB22XXX	INR	SCBLINBBXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI0000001JKE	SI0000001JKE	COPA	BD00000010MY	HANDGB22XXX	JPY	BOTKJPJTXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI0000001PLC	SI0000001PLC	ANYY	BD00000010MY	HANDGB22XXX	LTL	CBVILT2XXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB		20120917		
A	SI0000001SP5	SI0000001SP5	COPA	BD00000010MY	HANDGB22XXX	NOK	HANDNOKKXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI0000001V2K	SI0000001V2K	COPA	BD00000010MY	HANDGB22XXX	NZD	WPACNZ2WXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI0000001ZH7	SI0000001ZH7	COPA	BD00000010MY	HANDGB22XXX	SAR	SABBSARIXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI00000021D9	SI00000021D9	COPA	BD00000010MY	HANDGB22XXX	SEK	HANDSESSXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI00000023TM	SI00000023TM	COPA	BD00000010MY	HANDGB22XXX	SGD	HANDSGSGXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI00000025FL	SI00000025FL	COPA	BD00000010MY	HANDGB22XXX	THB	BKKBTHBKXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI0000002CSO	SI0000002CSO	ANYY	BD00000010MY	HANDGB22XXX	USD	BOFAUS3NXXX	65507-60642 CHIPS 270288						SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB		20120319		
A	SI0000002CSP	SI0000002CSP	COPA	BD00000010MY	HANDGB22XXX	USD	CHASUS33XXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB	20120320			
A	SI0000002JD3	SI0000002JD3	WHLS	BD00000010MY	HANDGB22XXX	ZAR	SBZAZAJJXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI00000091Z0	SI00000091Z0	ANYY	BD00000010MY	HANDGB22XXX	BHD	HANDSESSXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB		20120917		
A	SI00000091Z1	SI00000091Z1	ANYY	BD00000010MY	HANDGB22XXX	GBP	NWBKGB2LXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB		20120917		
A	SI00000091Z2	SI00000091Z2	COPA	BD00000010MY	HANDGB22XXX	PLN	HANDPLPWXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI00000091Z3	SI00000091Z3	ANYY	BD00000010MY	HANDGB22XXX	USD	MIDLGB22XXX	35302077						SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB		20120319		
A	SI0000009BL2	SI0000009BL2	COPA	BD00000010MY	HANDGB22XXX	CAD	ROYCCAT2XXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB	20110614			
A	SI0000009BL3	SI0000009BL3	WHLS	BD00000010MY	HANDGB22XXX	CAD	ROYCCAT2XXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB	20110614			
A	SI000000AZ47	SI000000AZ47	COPA	BD00000010MY	HANDGB22XXX	LVL	HABALV22XXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI000000AZ48	SI000000AZ48	ANYY	BD00000010MY	HANDGB22XXX	USD	BOFAUS3NXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB		20120319		
A	SI000000AZ49	SI000000AZ49	COPA	BD00000010MY	HANDGB22XXX	ZAR	SBZAZAJJXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI000000CH3E	SI000000CH3E	WHLS	BD00000010MY	HANDGB22XXX	USD	CHASUS33XXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB	20120320			
A	SI000000CYA4	SI000000CYA4	WHLS	BD00000010MY	HANDGB22XXX	AED	UNBEAEAAXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI000000CYA5	SI000000CYA5	WHLS	BD00000010MY	HANDGB22XXX	CHF	UBSWCHZH80A							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI000000CYA6	SI000000CYA6	WHLS	BD00000010MY	HANDGB22XXX	DKK	HANDDKKKXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI000000CYA7	SI000000CYA7	WHLS	BD00000010MY	HANDGB22XXX	EUR	HANDDEFFXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI000000CYA8	SI000000CYA8	WHLS	BD00000010MY	HANDGB22XXX	GBP	MIDLGB22XXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI000000CYA9	SI000000CYA9	WHLS	BD00000010MY	HANDGB22XXX	HKD	HANDHKHHXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI000000CYAB	SI000000CYAB	WHLS	BD00000010MY	HANDGB22XXX	INR	SCBLINBBXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI000000CYAC	SI000000CYAC	WHLS	BD00000010MY	HANDGB22XXX	JPY	BOTKJPJTXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI000000CYAE	SI000000CYAE	WHLS	BD00000010MY	HANDGB22XXX	LVL	HABALV22XXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI000000CYAF	SI000000CYAF	WHLS	BD00000010MY	HANDGB22XXX	NOK	HANDNOKKXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI000000CYAH	SI000000CYAH	WHLS	BD00000010MY	HANDGB22XXX	NZD	WPACNZ2WXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI000000CYAI	SI000000CYAI	WHLS	BD00000010MY	HANDGB22XXX	PLN	HANDPLPWXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI000000CYAK	SI000000CYAK	WHLS	BD00000010MY	HANDGB22XXX	SAR	SABBSARIXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI000000CYAL	SI000000CYAL	WHLS	BD00000010MY	HANDGB22XXX	SEK	HANDSESSXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI000000CYAM	SI000000CYAM	WHLS	BD00000010MY	HANDGB22XXX	SGD	HANDSGSGXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI000000CYAN	SI000000CYAN	WHLS	BD00000010MY	HANDGB22XXX	THB	BKKBTHBKXXX							SVENSKA HANDELSBANKEN LONDON BRANCH	LONDON		UNITED KINGDOM	GB				
A	SI00000002S5	SI00000002S5	COPA	BD00000010MZ	HANDHKHHXXX	AUD	WPACAU2SXXX	SVH0001978						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK				
A	SI0000000777	SI0000000777	ANYY	BD00000010MZ	HANDHKHHXXX	CAD	BOFMCAM2XXX	1051799						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK		20120918		
A	SI0000000L8H	SI0000000L8H	ANYY	BD00000010MZ	HANDHKHHXXX	DKK	HANDDKKKXXX	0880 3900168						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK				
A	SI0000000RDC	SI0000000RDC	ANYY	BD00000010MZ	HANDHKHHXXX	EUR	HANDDEFFXXX	1150329017						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK				
A	SI00000013FC	SI00000013FC	ANYY	BD00000010MZ	HANDHKHHXXX	GBP	HANDGB22XXX	13165011						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK				
A	SI0000001JKG	SI0000001JKG	ANYY	BD00000010MZ	HANDHKHHXXX	JPY	SMBCJPJTXXX	4322						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK				
A	SI0000001R3Q	SI0000001R3Q	ANYY	BD00000010MZ	HANDHKHHXXX	MYR	SCBLMYKXXXX	970003084						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK				
A	SI0000001SP6	SI0000001SP6	ANYY	BD00000010MZ	HANDHKHHXXX	NOK	HANDNOKKXXX	8396.02.04002						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK				
A	SI0000001V2M	SI0000001V2M	COPA	BD00000010MZ	HANDHKHHXXX	NZD	WPACNZ2WXXX	RET005284NZD220001						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK				
A	SI00000021DA	SI00000021DA	ANYY	BD00000010MZ	HANDHKHHXXX	SEK	HANDSESSXXX	99-40 668 819						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK				
A	SI00000023TN	SI00000023TN	ANYY	BD00000010MZ	HANDHKHHXXX	SGD	HANDSGSGXXX	0000070001						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK				
A	SI0000002CSQ	SI0000002CSQ	ANYY	BD00000010MZ	HANDHKHHXXX	USD	CITIUS33XXX	36789402						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK		20120319		
A	SI00000091YD	SI00000091YD	ANYY	BD00000010MZ	HANDHKHHXXX	CHF	UBSWCHZH80A	"PO-161,465.0"						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK				
A	SI00000091YE	SI00000091YE	ANYY	BD00000010MZ	HANDHKHHXXX	CNY	BKCHHKHHXXX	012-875-60-11444-8						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK				
A	SI00000091YO	SI00000091YO	ANYY	BD00000010MZ	HANDHKHHXXX	PLN	HANDPLPWXXX	PL82225000010000000512121451						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK				
A	SI00000091YP	SI00000091YP	ANYY	BD00000010MZ	HANDHKHHXXX	THB	BKKBTHBKXXX	610343						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK				
A	SI0000009BMH	SI0000009BMH	ANYY	BD00000010MZ	HANDHKHHXXX	CAD	ROYCCAT2XXX							SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK	20110614			
A	SI000000B1P7	SI000000B1P7	ANYY	BD00000010MZ	HANDHKHHXXX	USD	CHASUS33XXX	409347056						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK	20120320			
A	SI000000CY9R	SI000000CY9R	WHLS	BD00000010MZ	HANDHKHHXXX	AUD	WPACAU2SXXX	SVH0001978						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK				
A	SI000000CY9Y	SI000000CY9Y	WHLS	BD00000010MZ	HANDHKHHXXX	NZD	WPACNZ2WXXX	RET005284NZD220001						SVENSKA HANDELSBANKEN HONG KONG BRANCH	HONG KONG		HONG KONG	HK				
A	SI0000000L8I	SI0000000L8I	COPA	BD00000010N0	HANDLT2XXXX	DKK	HANDDKKKXXX							SVENSKA HANDELSBANKEN AB	VILNIUS		LITHUANIA	LT				
A	SI0000000RDE	SI0000000RDE	COPA	BD00000010N0	HANDLT2XXXX	EUR	HANDDEFFXXX							SVENSKA HANDELSBANKEN AB	VILNIUS		LITHUANIA	LT				
A	SI00000013FE	SI00000013FE	COPA	BD00000010N0	HANDLT2XXXX	GBP	HANDGB22XXX							SVENSKA HANDELSBANKEN AB	VILNIUS		LITHUANIA	LT				
A	SI0000001SP7	SI0000001SP7	COPA	BD00000010N0	HANDLT2XXXX	NOK	HANDNOKKXXX							SVENSKA HANDELSBANKEN AB	VILNIUS		LITHUANIA	LT				
A	SI00000021DB	SI00000021DB	COPA	BD00000010N0	HANDLT2XXXX	SEK	HANDSESSXXX							SVENSKA HANDELSBANKEN AB	VILNIUS		LITHUANIA	LT				
A	SI0000008S11	SI0000008S11	WHLS	BD00000010N0	HANDLT2XXXX	DKK	HANDDKKKXXX							SVENSKA HANDELSBANKEN AB	VILNIUS		LITHUANIA	LT				
A	SI0000008S12	SI0000008S12	WHLS	BD00000010N0	HANDLT2XXXX	EUR	HANDDEFFXXX							SVENSKA HANDELSBANKEN AB	VILNIUS		LITHUANIA	LT				
A	SI0000008S13	SI0000008S13	WHLS	BD00000010N0	HANDLT2XXXX	GBP	HANDGB22XXX							SVENSKA HANDELSBANKEN AB	VILNIUS		LITHUANIA	LT				
A	SI0000008S14	SI0000008S14	WHLS	BD00000010N0	HANDLT2XXXX	LVL	HABALV22XXX							SVENSKA HANDELSBANKEN AB	VILNIUS		LITHUANIA	LT				
A	SI0000008S15	SI0000008S15	WHLS	BD00000010N0	HANDLT2XXXX	NOK	HANDNOKKXXX							SVENSKA HANDELSBANKEN AB	VILNIUS		LITHUANIA	LT				
A	SI0000008S16	SI0000008S16	WHLS	BD00000010N0	HANDLT2XXXX	PLN	HANDPLPWXXX							SVENSKA HANDELSBANKEN AB	VILNIUS		LITHUANIA	LT				
A	SI0000008S17	SI0000008S17	WHLS	BD00000010N0	HANDLT2XXXX	SEK	HANDSESSXXX							SVENSKA HANDELSBANKEN AB	VILNIUS		LITHUANIA	LT				
A	SI0000008S18	SI0000008S18	WHLS	BD00000010N0	HANDLT2XXXX	USD	BKTRUS33XXX							SVENSKA HANDELSBANKEN AB	VILNIUS		LITHUANIA	LT		20120319		
A	SI0000008S19	SI0000008S19	COPA	BD00000010N0	HANDLT2XXXX	LVL	HABALV22XXX							SVENSKA HANDELSBANKEN AB	VILNIUS		LITHUANIA	LT				
A	SI0000008S1A	SI0000008S1A	COPA	BD00000010N0	HANDLT2XXXX	PLN	HANDPLPWXXX							SVENSKA HANDELSBANKEN AB	VILNIUS		LITHUANIA	LT				
A	SI0000008S1B	SI0000008S1B	COPA	BD00000010N0	HANDLT2XXXX	USD	BKTRUS33XXX							SVENSKA HANDELSBANKEN AB	VILNIUS		LITHUANIA	LT		20120319		
A	SI000000B1P5	SI000000B1P5	COPA	BD00000010N0	HANDLT2XXXX	USD	CHASUS33XXX							SVENSKA HANDELSBANKEN AB	VILNIUS		LITHUANIA	LT	20120320			
A	SI000000B1P6	SI000000B1P6	WHLS	BD00000010N0	HANDLT2XXXX	USD	CHASUS33XXX							SVENSKA HANDELSBANKEN AB	VILNIUS		LITHUANIA	LT	20120320			
A	SI00000002S7	SI00000002S7	COPA	BD00000010N1	HANDLULBXXX	AUD	WPACAU2SXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU	20100117			
A	SI0000000DVY	SI0000000DVY	COPA	BD00000010N1	HANDLULBXXX	CHF	UBSWCHZH80A							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI0000000JFB	SI0000000JFB	COPA	BD00000010N1	HANDLULBXXX	CZK	COBACZPXXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI0000000L8K	SI0000000L8K	COPA	BD00000010N1	HANDLULBXXX	DKK	HANDDKKKXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI0000000RDG	SI0000000RDG	COPA	BD00000010N1	HANDLULBXXX	EUR	HANDDEFFXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI00000013FG	SI00000013FG	COPA	BD00000010N1	HANDLULBXXX	GBP	HANDGB22XXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI0000001A5A	SI0000001A5A	COPA	BD00000010N1	HANDLULBXXX	HKD	HANDHKHHXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI0000001C5A	SI0000001C5A	COPA	BD00000010N1	HANDLULBXXX	HUF	UBRTHUHBXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI0000001JKI	SI0000001JKI	COPA	BD00000010N1	HANDLULBXXX	JPY	BOTKJPJTXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI0000001PLD	SI0000001PLD	COPA	BD00000010N1	HANDLULBXXX	LTL	CBVILT2XXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI0000001SP8	SI0000001SP8	COPA	BD00000010N1	HANDLULBXXX	NOK	HANDNOKKXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI0000001V2P	SI0000001V2P	COPA	BD00000010N1	HANDLULBXXX	NZD	WPACNZ2WXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU	20100117			
A	SI0000001XHX	SI0000001XHX	COPA	BD00000010N1	HANDLULBXXX	PLN	HANDPLPWXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI0000001ZH8	SI0000001ZH8	COPA	BD00000010N1	HANDLULBXXX	SAR	ARNBSARIXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI00000021DC	SI00000021DC	COPA	BD00000010N1	HANDLULBXXX	SEK	HANDSESSXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI00000023TP	SI00000023TP	COPA	BD00000010N1	HANDLULBXXX	SGD	SCBLSGSGXXX			HANDSGSGXXX				SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI00000025FM	SI00000025FM	COPA	BD00000010N1	HANDLULBXXX	THB	SCBLTHBXXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI0000002CSS	SI0000002CSS	ANYY	BD00000010N1	HANDLULBXXX	USD	PNBPUS3NNYC							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU		20120319		
A	SI0000002JD4	SI0000002JD4	WHLS	BD00000010N1	HANDLULBXXX	ZAR	NEDSZAJJXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000920M	SI000000920M	COPA	BD00000010N1	HANDLULBXXX	LVL	HABALV22XXX			HANDSESSXXX				SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000920N	SI000000920N	ANYY	BD00000010N1	HANDLULBXXX	MXN	BCMRMXMMCOR			HANDSESSXXX				SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI0000009BLP	SI0000009BLP	WHLS	BD00000010N1	HANDLULBXXX	CAD	ROYCCAT2XXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU	20110614			
A	SI0000009BLQ	SI0000009BLQ	COPA	BD00000010N1	HANDLULBXXX	CAD	ROYCCAT2XXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU	20110614			
A	SI000000AZ44	SI000000AZ44	ANYY	BD00000010N1	HANDLULBXXX	USD	PNBPUS3NNYC							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU		20120319		
A	SI000000AZ45	SI000000AZ45	COPA	BD00000010N1	HANDLULBXXX	ZAR	NEDSZAJJXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000B1OK	SI000000B1OK	COPA	BD00000010N1	HANDLULBXXX	USD	CHASUS33XXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU	20120320			
A	SI000000B1OL	SI000000B1OL	WHLS	BD00000010N1	HANDLULBXXX	USD	CHASUS33XXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU	20120320			
A	SI000000CYAO	SI000000CYAO	WHLS	BD00000010N1	HANDLULBXXX	AUD	WPACAU2SXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000CYAQ	SI000000CYAQ	WHLS	BD00000010N1	HANDLULBXXX	CHF	UBSWCHZH80A							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000CYAR	SI000000CYAR	WHLS	BD00000010N1	HANDLULBXXX	CZK	COBACZPXXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000CYAS	SI000000CYAS	WHLS	BD00000010N1	HANDLULBXXX	DKK	HANDDKKKXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000CYAT	SI000000CYAT	WHLS	BD00000010N1	HANDLULBXXX	EUR	HANDDEFFXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000CYAV	SI000000CYAV	WHLS	BD00000010N1	HANDLULBXXX	GBP	HANDGB22XXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000CYAX	SI000000CYAX	WHLS	BD00000010N1	HANDLULBXXX	HKD	HANDHKHHXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000CYAY	SI000000CYAY	WHLS	BD00000010N1	HANDLULBXXX	HUF	UBRTHUHBXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000CYAZ	SI000000CYAZ	WHLS	BD00000010N1	HANDLULBXXX	JPY	BOTKJPJTXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000CYB1	SI000000CYB1	WHLS	BD00000010N1	HANDLULBXXX	LTL	CBVILT2XXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000CYB5	SI000000CYB5	WHLS	BD00000010N1	HANDLULBXXX	LVL	HABALV22XXX			HANDSESSXXX				SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000CYB6	SI000000CYB6	WHLS	BD00000010N1	HANDLULBXXX	MXN	BCMRMXMMCOR			HANDSESSXXX				SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000CYB9	SI000000CYB9	WHLS	BD00000010N1	HANDLULBXXX	NOK	HANDNOKKXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000CYBB	SI000000CYBB	WHLS	BD00000010N1	HANDLULBXXX	NZD	WPACNZ2WXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000CYBC	SI000000CYBC	WHLS	BD00000010N1	HANDLULBXXX	PLN	HANDPLPWXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000CYBD	SI000000CYBD	WHLS	BD00000010N1	HANDLULBXXX	SAR	ARNBSARIXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
A	SI000000CYBE	SI000000CYBE	WHLS	BD00000010N1	HANDLULBXXX	SEK	HANDSESSXXX							SVENSKA HANDELSBANKEN LUXEMBOURG BRANCH	LUXEMBOURG		LUXEMBOURG	LU				
